name,longitude,latitude,population,country_name,country_gdp
Irbid,35.85,32.55556,307480,Jordan,43697659275.3137
Toyonaka,135.46932,34.78244,384459,Japan,4975415241562.52
Ōmuta,130.45,33.03333,131974,Japan,4975415241562.52
Nishinomiya-hama,135.33199,34.71562,468925,Japan,4975415241562.52
Maebashi,139.08333,36.4,282711,Japan,4975415241562.52
Kamakura,139.55028,35.30889,166016,Japan,4975415241562.52
Hatsukaichi,132.33333,34.35,77341,Japan,4975415241562.52
Kamifukuoka,139.51369,35.87266,52323,Japan,4975415241562.52
Tendō,140.36972,38.35361,65393,Japan,4975415241562.52
Miyako,141.94057,39.64691,51721,Japan,4975415241562.52
Ichihara,140.08333,35.51667,283531,Japan,4975415241562.52
Hachinohe,141.5,40.5,239046,Japan,4975415241562.52
Aomori,140.73333,40.81667,298394,Japan,4975415241562.52
Osh,72.7985,40.52828,200000,Kyrgyzstan,7735976612.64163
Bishkek,74.59,42.87,900000,Kyrgyzstan,7735976612.64163
Sihanoukville,103.52958,10.60932,156691,Cambodia,25291251427.3979
Manp’o,126.28944,41.15472,116760,North Korea,0.0
Suncheon,127.48784,34.9505,230796,South Korea,1630525005469.11
Gunsan,126.71139,35.97861,243406,South Korea,1630525005469.11
Petropavl,69.15,54.86667,200920,Kazakhstan,169835426427.153
Pyapon,95.67882,16.28543,65601,Myanmar,76185586096.7974
Bogale,95.39742,16.29415,68938,Myanmar,76185586096.7974
Erdenet,104.08333,49.03333,79647,Mongolia,13137128659.479
Vacoas,57.47833,-20.29806,110000,Mauritius,10914065306.2423
Quatre Bornes,57.4791,-20.26381,80961,Mauritius,10914065306.2423
Álvaro Obregón,-99.20329,19.35867,726664,Mexico,1076163316174.94
Villahermosa,-92.93028,17.98689,353577,Mexico,1076163316174.94
Agía Paraskeví,23.83333,38.01667,59704,Greece,189410106620.016
Kavála,24.40687,40.93959,54027,Greece,189410106620.016
Quetzaltenango,-91.51806,14.83472,132230,Guatemala,77604632170.5853
La Ceiba,-86.78221,15.75971,130218,Honduras,23827840809.7014
Sesvete,16.11639,45.83111,52411,Croatia,55966581780.1688
Léogâne,-72.63343,18.5111,134190,Haiti,13417997065.1099
Kispest,19.14017,47.4515,61453,Hungary,155012927629.087
Dunaújváros,18.93974,46.96479,50084,Hungary,155012927629.087
Budapest IV. kerület,19.08909,47.56182,98374,Hungary,155012927629.087
Yogyakarta,110.36472,-7.80139,636660,Indonesia,1058423838345.14
Makassar,119.43194,-5.14861,1321717,Indonesia,1058423838345.14
Sorong,131.26104,-0.87956,125535,Indonesia,1058423838345.14
Sidoarjo,112.7183,-7.4478,139189,Indonesia,1058423838345.14
Sampang,113.2394,-7.1872,53269,Indonesia,1058423838345.14
Purwokerto,109.23444,-7.42139,217222,Indonesia,1058423838345.14
Parepare,119.6255,-4.0135,140000,Indonesia,1058423838345.14
Kediri,112.01667,-7.81667,235143,Indonesia,1058423838345.14
Gresik,112.65611,-7.15389,73629,Indonesia,1058423838345.14
Boyolali,110.59583,-7.53306,59851,Indonesia,1058423838345.14
Dublin,-6.24889,53.33306,1024027,Ireland,425888950992.003
Nazareth,35.29722,32.70056,64800,Israel,401953767072.801
Sāmalkot,82.17639,17.05675,55097,India,2622983732006.45
Kanjia,119.58208,36.37227,75669,China,14722730697890.1
Taitou,118.63392,37.02733,60354,China,14722730697890.1
Arauca,-70.75908,7.08471,69264,Colombia,271346896626.418
Manzanillo,-77.12126,20.34173,128188,Cuba,0.0
Güines,-82.02641,22.83727,68935,Cuba,0.0
Bartolomé Masó,-76.94291,20.16635,53024,Cuba,0.0
Stolberg,6.22595,50.77368,56377,Germany,3846413928653.71
Schweinfurt,10.22175,50.04937,54012,Germany,3846413928653.71
Potsdam,13.06566,52.39886,145292,Germany,3846413928653.71
Pankow,13.40186,52.56926,57113,Germany,3846413928653.71
Bajos de Haina,-70.03317,18.41538,66784,Dominican Republic,78844702329.0785
Tébessa,8.12417,35.40417,634332,Algeria,145163902228.168
Khenchela,7.14333,35.43583,117000,Algeria,145163902228.168
Guelma,7.42608,36.46214,123590,Algeria,145163902228.168
Chelghoum el Aïd,6.16651,36.16286,71660,Algeria,145163902228.168
Bir el Ater,8.06024,34.74488,68703,Algeria,145163902228.168
Annaba,7.76667,36.9,206570,Algeria,145163902228.168
Loja,-79.20422,-3.99313,117796,Ecuador,98808010000.0
Kafr az Zayyāt,30.81805,30.8248,73725,Egypt,363069245165.315
Basyūn,30.81338,30.93976,55523,Egypt,363069245165.315
Luxor,32.6421,25.69893,422407,Egypt,363069245165.315
Al Minyā,30.75813,28.09193,227150,Egypt,363069245165.315
Keren,38.45107,15.77792,74800,Eritrea,0.0
San Fernando,-6.19817,36.4759,96366,Spain,1281484640043.58
Elche,-0.70107,38.26218,230112,Spain,1281484640043.58
Castelló de la Plana,-0.04935,39.98567,180005,Spain,1281484640043.58
Almería,-2.45974,36.83814,188810,Spain,1281484640043.58
Lawrence,-95.23525,38.97167,93917,United States,20936600000000.0
Rockville,-77.15276,39.084,66980,United States,20936600000000.0
Fayetteville,-78.87836,35.05266,201963,United States,20936600000000.0
Enid,-97.87839,36.39559,51776,United States,20936600000000.0
Cedar Park,-97.82029,30.5052,65945,United States,20936600000000.0
Centreville,-77.42888,38.84039,71135,United States,20936600000000.0
Roanoke,-79.94143,37.27097,99897,United States,20936600000000.0
West Haven,-72.94705,41.27065,54927,United States,20936600000000.0
Muncie,-85.38636,40.19338,70087,United States,20936600000000.0
Brookline,-71.12116,42.33176,58732,United States,20936600000000.0
Flint,-83.68746,43.01253,98310,United States,20936600000000.0
Kalamazoo,-85.58723,42.29171,76041,United States,20936600000000.0
Burnsville,-93.27772,44.76774,61481,United States,20936600000000.0
Saint Cloud,-94.16249,45.5608,65842,United States,20936600000000.0
West Coon Rapids,-93.34967,45.15969,62528,United States,20936600000000.0
Al Kharj,47.33457,24.15541,425300,Saudi Arabia,700117873249.269
Dammam,50.10326,26.43442,768602,Saudi Arabia,700117873249.269
Abha,42.50528,18.21639,210886,Saudi Arabia,700117873249.269
Košice,21.25808,48.71395,236563,Slovakia,104574146248.364
Martin,18.92399,49.06651,54618,Slovakia,104574146248.364
Beled Hawo,41.87997,3.9284,73000,Somalia,4917607582.22895
Ban Mai,100.54508,7.20411,86899,Thailand,501794961925.244
Dushanbe,68.77905,38.53575,679400,Tajikistan,8194150301.78552
Mary,61.83031,37.59378,114680,Turkmenistan,0.0
Kızıltepe,40.57723,37.18836,150174,Turkey,720101212394.114
Gaziantep,37.3825,37.05944,1065975,Turkey,720101212394.114
Ergani,39.75446,38.26899,52684,Turkey,720101212394.114
Batikent,32.73083,39.96833,300000,Turkey,720101212394.114
Zile,35.88639,40.30306,55680,Turkey,720101212394.114
Turhal,36.08111,40.3875,110884,Turkey,720101212394.114
Kars,43.08548,40.59825,77486,Turkey,720101212394.114
Ataşehir,29.1167,40.9833,361615,Turkey,720101212394.114
Sultangazi,28.86847,41.10652,436935,Turkey,720101212394.114
Magong,119.58627,23.5654,56435,China,14722730697890.1
Uzhgorod,22.2947,48.6242,114897,Ukraine,155582008717.426
Khmelnytskyy,26.97936,49.41835,271263,Ukraine,155582008717.426
Mbale,34.17503,1.08209,76493,Uganda,37372032557.5944
Lira,32.89985,2.2499,119323,Uganda,37372032557.5944
Soledad de Graciano Sánchez,-100.93792,22.18912,255015,Mexico,1076163316174.94
Colonia Lindavista,-99.12475,19.49156,100000,Mexico,1076163316174.94
Batu Pahat,102.9325,1.8548,156236,Malaysia,336664444247.042
Pontian Kechil,103.3896,1.4866,50836,Malaysia,336664444247.042
Muar,102.5689,2.0442,127897,Malaysia,336664444247.042
Klang,101.44333,3.03667,879867,Malaysia,336664444247.042
Marudi,114.31667,4.18333,90100,Malaysia,336664444247.042
Wukari,9.77786,7.87139,92933,Nigeria,432293776262.398
Orita-Eruwa,3.44107,7.55632,71027,Nigeria,432293776262.398
Ogaminana,6.21798,7.59383,84373,Nigeria,432293776262.398
Makurdi,8.52139,7.73375,292645,Nigeria,432293776262.398
Jega,4.37971,12.22336,73495,Nigeria,432293776262.398
Ijebu-Jesa,4.81769,7.68287,51730,Nigeria,432293776262.398
Igbara-Odo,5.06258,7.50251,74121,Nigeria,432293776262.398
Utrecht,5.12222,52.09083,290529,Netherlands,913865395789.886
's-Hertogenbosch,5.30417,51.69917,134520,Netherlands,913865395789.886
Hoofddorp,4.68889,52.3025,132734,Netherlands,913865395789.886
Gouda,4.70833,52.01667,71952,Netherlands,913865395789.886
Emmen,6.90694,52.77917,57010,Netherlands,913865395789.886
Sioux Falls,-96.70033,43.54997,171544,United States,20936600000000.0
Bridgeport,-73.18945,41.17923,147629,United States,20936600000000.0
Scottsdale,-111.89903,33.50921,236839,United States,20936600000000.0
Hemet,-116.97307,33.74761,83861,United States,20936600000000.0
Mountain View,-122.08385,37.38605,80435,United States,20936600000000.0
Riverside,-117.39616,33.95335,322424,United States,20936600000000.0
Tulare,-119.34734,36.20773,62315,United States,20936600000000.0
Watsonville,-121.75689,36.91023,53628,United States,20936600000000.0
Provo,-111.65853,40.23384,115264,United States,20936600000000.0
Florence-Graham,-118.24438,33.96772,63387,United States,20936600000000.0
Enchanted Hills,-106.59296,35.33676,87521,United States,20936600000000.0
Tacuarembó,-55.98111,-31.71694,51854,Uruguay,53628827440.3582
Xo‘jayli Shahri,59.44544,42.40881,50000,Uzbekistan,57707189945.4214
Chust,71.23791,41.00329,64966,Uzbekistan,57707189945.4214
San Carlos del Zulia,-71.92683,9.00098,89365,Venezuela,0.0
Punta de Mata,-63.60921,9.69131,61080,Venezuela,0.0
Ocumare del Tuy,-66.77513,10.1182,166072,Venezuela,0.0
Ciudad Piar,-63.31992,7.45209,51967,Venezuela,0.0
Araure,-69.23851,9.58144,181820,Venezuela,0.0
La Dolorita,-66.78608,10.4883,56846,Venezuela,0.0
Hòa Bình,105.33759,20.81717,105260,Vietnam,271158442059.082
Gia Nghĩa,107.69074,12.00423,61413,Vietnam,271158442059.082
Bảo Lộc,107.80772,11.54798,151915,Vietnam,271158442059.082
Glogovac,20.89389,42.62833,58579,Kosovo,7611402165.24217
Uitenhage,25.3971,-33.75757,228912,South Africa,301923639269.552
Chinhoyi,30.2,-17.36667,61739,Zimbabwe,16768513442.6415
Umm Al Quwain City,55.55517,25.56473,62747,United Arab Emirates,0.0
Barracas,-58.38341,-34.64966,77474,Argentina,383066977653.56
Tartagal,-63.80131,-22.51637,60819,Argentina,383066977653.56
General Pico,-63.75682,-35.65662,57029,Argentina,383066977653.56
Canberra,149.12807,-35.28346,367752,Australia,1330900925056.98
Hemel Hempstead,-0.44975,51.75368,85629,United Kingdom,2707743777173.91
Eastleigh,-1.35,50.96667,54225,United Kingdom,2707743777173.91
Sarpsborg,11.10962,59.28391,52159,Norway,362522347110.364
Bawshar,58.39982,23.57769,159487,Oman,0.0
Al Buraymī,55.79312,24.25088,73670,Oman,0.0
La Chorrera,-79.78333,8.88028,61232,Panama,52938100000.0
Arraiján,-79.64038,8.9398,76815,Panama,52938100000.0
Chimbote,-78.57833,-9.08528,316966,Peru,202014363787.233
Santiago de Surco,-77.00742,-12.13588,251648,Peru,202014363787.233
Cusco,-71.96734,-13.52264,312140,Peru,202014363787.233
Lae,146.99611,-6.72333,76255,Papua New Guinea,23591523025.2864
Cumbernauld,-3.99051,55.94685,51610,United Kingdom,2707743777173.91
Crewe,-2.44161,53.09787,75556,United Kingdom,2707743777173.91
Castleford,-1.36256,53.72587,60509,United Kingdom,2707743777173.91
Bournemouth,-1.8795,50.72048,163600,United Kingdom,2707743777173.91
Battersea,-0.15547,51.47475,75651,United Kingdom,2707743777173.91
Irákleion,25.14341,35.32787,137154,Greece,189410106620.016
Galátsi,23.75,38.01667,59345,Greece,189410106620.016
Comitán,-92.13515,16.2471,97537,Mexico,1076163316174.94
Miguel Hidalgo,-99.20024,19.43411,372889,Mexico,1076163316174.94
Gaza,34.46672,31.50161,410000,Israel,401953767072.801
Queluz,-9.25451,38.75657,103399,Portugal,231226743398.402
Asunción,-57.647,-25.28646,1482200,Paraguay,35304238230.1132
Borovichi,33.91546,58.38778,56571,Russian Federation,1483497784867.6
Al’met’yevsk,52.3154,54.90442,140437,Russian Federation,1483497784867.6
Aleksandrov,38.71216,56.39516,64088,Russian Federation,1483497784867.6
Zarechnyy,46.58333,53.13333,62139,Russian Federation,1483497784867.6
Yekaterinburg,60.6122,56.8519,1349772,Russian Federation,1483497784867.6
Rubtsovsk,81.20613,51.51473,161065,Russian Federation,1483497784867.6
Santa Cruz Xoxocotlán,-96.73518,17.02958,67086,Mexico,1076163316174.94
Salina Cruz,-95.19424,16.17535,76596,Mexico,1076163316174.94
Nicolás Romero,-99.3068,19.64177,281799,Mexico,1076163316174.94
Petrogradka,30.31154,59.96567,130455,Russian Federation,1483497784867.6
Ar Rass,43.4973,25.86944,81728,Saudi Arabia,700117873249.269
Qurayyat,37.34282,31.33176,102903,Saudi Arabia,700117873249.269
Silchar,92.79787,24.82733,152393,India,2622983732006.45
Satara,73.99333,17.68589,112793,India,2622983732006.45
Salem,78.15538,11.65376,917414,India,2622983732006.45
Yelabuga,52.06493,55.76127,72643,Russian Federation,1483497784867.6
Taganskiy,37.66667,55.73333,116000,Russian Federation,1483497784867.6
Slavyansk-na-Kubani,38.1256,45.2558,65196,Russian Federation,1483497784867.6
Rybinsk,38.84259,58.0446,216724,Russian Federation,1483497784867.6
Pyatigorsk,43.05944,44.04861,142865,Russian Federation,1483497784867.6
Oktyabr’skiy,53.47103,54.48147,108200,Russian Federation,1483497784867.6
Novyye Kuz’minki,37.75,55.7,143000,Russian Federation,1483497784867.6
Noginsk,38.4438,55.86647,115979,Russian Federation,1483497784867.6
Magnitogorsk,59.04722,53.41861,413351,Russian Federation,1483497784867.6
Kozhukhovo,37.66667,55.7,50000,Russian Federation,1483497784867.6
Gukovo,39.9355,48.06212,66079,Russian Federation,1483497784867.6
Cagliari,9.11917,39.23054,149257,Italy,1886445268340.71
Vicenza,11.5475,45.54672,107129,Italy,1886445268340.71
Treviso,12.2416,45.66673,77604,Italy,1886445268340.71
Prato,11.09699,43.8805,181820,Italy,1886445268340.71
Piacenza,9.69342,45.05242,93228,Italy,1886445268340.71
Padova,11.88586,45.40797,203725,Italy,1886445268340.71
Cinisello Balsamo,9.21495,45.55823,71109,Italy,1886445268340.71
Palani,77.5209,10.45034,66085,India,2622983732006.45
Ongole,80.04454,15.50357,172872,India,2622983732006.45
Nagpur,79.08491,21.14631,2228018,India,2622983732006.45
Nāgercoil,77.43227,8.17899,224849,India,2622983732006.45
Kolhāpur,74.23167,16.69563,516142,India,2622983732006.45
Khadki,73.85205,18.5635,75654,India,2622983732006.45
Hasanpur,78.28436,28.72249,57481,India,2622983732006.45
Dīglūr,77.57695,18.54829,52596,India,2622983732006.45
Dhār,75.29774,22.59373,82438,India,2622983732006.45
Deolāli,73.83441,19.94404,52958,India,2622983732006.45
Deoband,77.67964,29.69505,88171,India,2622983732006.45
Cuttack,85.87927,20.46497,580000,India,2622983732006.45
Challakere,76.65165,14.318,53506,India,2622983732006.45
Basmat,77.15746,19.32872,63972,India,2622983732006.45
Akot,77.0588,21.0963,86917,India,2622983732006.45
Ponnur,80.54944,16.07114,56504,India,2622983732006.45
Kumarapalayam,77.71102,11.44495,195071,India,2622983732006.45
Mīāndoāb,46.10961,36.96667,132819,Iran,191718271483.759
Bam,58.357,29.106,99268,Iran,191718271483.759
Mobile,-88.04305,30.69436,194288,United States,20936600000000.0
East Pensacola Heights,-87.17997,30.42881,54104,United States,20936600000000.0
Port Orange,-80.99561,29.13832,59866,United States,20936600000000.0
Sanford,-81.27312,28.80055,58111,United States,20936600000000.0
Spring Hill,-82.52546,28.47688,98621,United States,20936600000000.0
Wellington,-80.24144,26.65868,62560,United States,20936600000000.0
Middletown,-74.11709,40.39428,65490,United States,20936600000000.0
East Village,-73.98736,40.72927,62832,United States,20936600000000.0
Fordham,-73.89847,40.85927,94678,United States,20936600000000.0
Kings Bridge,-73.90514,40.87871,75132,United States,20936600000000.0
Ozone Park,-73.84375,40.67677,53985,United States,20936600000000.0
White Plains,-73.76291,41.03399,58459,United States,20936600000000.0
Bethlehem,-75.37046,40.62593,74892,United States,20936600000000.0
Talisay,122.9666,10.7375,65265,Philippines,361489354350.0
Naga,123.18139,13.61917,174931,Philippines,361489354350.0
Meycauayan,120.96083,14.73694,184839,Philippines,361489354350.0
Shorkot,70.87757,31.91023,67439,Pakistan,263686552686.208
Muzaffarābād,73.47082,34.37002,725000,Pakistan,263686552686.208
Mianwali,71.52847,32.57756,89570,Pakistan,263686552686.208
Lala Musa,73.95746,32.70138,65197,Pakistan,263686552686.208
Kotli,73.9022,33.51836,640000,Pakistan,263686552686.208
Płock,19.70638,52.54682,127474,Poland,594164690894.936
Clermont-Ferrand,3.08682,45.77969,138681,France,2630317731455.26
Blois,1.32912,47.59432,53660,France,2630317731455.26
West Bromwich,-1.9945,52.51868,135618,United Kingdom,2707743777173.91
Walthamstow,-0.02077,51.59067,109424,United Kingdom,2707743777173.91
Swindon,-1.78116,51.55797,185609,United Kingdom,2707743777173.91
Streatham,-0.13184,51.42897,58055,United Kingdom,2707743777173.91
Slough,-0.59541,51.50949,163777,United Kingdom,2707743777173.91
Salford,-2.29042,53.48771,72750,United Kingdom,2707743777173.91
Reims,4.02853,49.26526,196565,France,2630317731455.26
Lorient,-3.37177,47.74817,58112,France,2630317731455.26
Moratalaz,-3.64935,40.40742,104923,Spain,1281484640043.58
Aranjuez,-3.60246,40.03108,54055,Spain,1281484640043.58
Sant Martí,2.19933,41.41814,235719,Spain,1281484640043.58
Dire Dawa,41.86611,9.59306,252279,Ethiopia,107645054311.876
Desē,39.63333,11.13333,136056,Ethiopia,107645054311.876
Versailles,2.13424,48.80359,85416,France,2630317731455.26
Grand-Bassam,-3.73884,5.2118,73772,Côte d'Ivoire,61348579465.1017
Iquique,-70.15027,-20.21326,227499,Chile,252940023046.011
Chillán,-72.10344,-36.60664,150396,Chile,252940023046.011
Jiuquan,98.51736,39.74318,72732,China,14722730697890.1
Tashan,117.56667,34.33611,59162,China,14722730697890.1
Zhuzhou,113.15,27.83333,1129687,China,14722730697890.1
Zhuji,120.24233,29.71877,110721,China,14722730697890.1
Zhaodun,117.85699,34.3027,76691,China,14722730697890.1
Yancheng,120.1573,33.3575,1615717,China,14722730697890.1
Xining,101.75739,36.62554,767531,China,14722730697890.1
Tantou,119.59739,26.03033,69050,China,14722730697890.1
Tanggu,117.64694,39.02111,535298,China,14722730697890.1
Shantou,116.71479,23.36814,5329024,China,14722730697890.1
Shankou,109.71667,21.6,70153,China,14722730697890.1
Shangluo,109.93056,33.86667,531696,China,14722730697890.1
Qufu,116.99111,35.59667,85144,China,14722730697890.1
Putian,119.01028,25.43944,1107199,China,14722730697890.1
Yutan,112.56048,28.25831,55312,China,14722730697890.1
Nanhu,119.34583,35.48778,61034,China,14722730697890.1
Mentougou,116.09307,39.93819,197772,China,14722730697890.1
Majie,102.638,25.0319,131696,China,14722730697890.1
Luzhou,105.42575,28.8903,998900,China,14722730697890.1
Luoyang,114.27342,23.16244,123144,China,14722730697890.1
Lulou,116.76667,34.71667,63704,China,14722730697890.1
Laohekou,111.66778,32.38583,253112,China,14722730697890.1
Lanzhou,103.83987,36.05701,2628426,China,14722730697890.1
Jimo,120.46222,36.38972,70733,China,14722730697890.1
Jieshou,115.36108,33.26338,141993,China,14722730697890.1
Huicheng,118.43364,29.86925,74349,China,14722730697890.1
Huazhou,110.58333,21.63333,91701,China,14722730697890.1
Huankou,116.66972,34.87,77758,China,14722730697890.1
Hongjiang,109.99556,27.11,59199,China,14722730697890.1
Yiyang,112.32833,28.58917,1249807,China,14722730697890.1
Hepo,115.82991,23.43077,131238,China,14722730697890.1
Chenzhou,113.03333,25.8,822534,China,14722730697890.1
Changcheng,119.45167,36.09056,63208,China,14722730697890.1
Chaigou,119.62417,36.24889,79043,China,14722730697890.1
Baise,106.62684,23.89013,686078,China,14722730697890.1
Suzhou,120.59538,31.30408,5345961,China,14722730697890.1
Xinmin,122.82528,41.99083,74139,China,14722730697890.1
Shulan,126.95,44.41667,77420,China,14722730697890.1
Shenyang,123.43278,41.79222,6255921,China,14722730697890.1
Nenjiang,125.21774,49.17414,87236,China,14722730697890.1
Mishan,131.88333,45.55,87257,China,14722730697890.1
Hulan Ergi,123.63333,47.20417,265344,China,14722730697890.1
Fuyu,124.81667,45.18333,138704,China,14722730697890.1
Daqing,125.0,46.58333,203488,China,14722730697890.1
Mainz,8.2791,49.98419,184997,Germany,3846413928653.71
Heilbronn,9.22054,49.13995,120733,Germany,3846413928653.71
Hamburg,9.99302,53.55073,1739117,Germany,3846413928653.71
Dorsten,6.96514,51.66166,79981,Germany,3846413928653.71
Blagoevgrad,23.1,42.01667,71306,Bulgaria,69105101089.5531
Dār Kulayb,50.50389,26.06861,65466,Bahrain,0.0
Campina Grande,-35.88111,-7.23056,348936,Brazil,1444733258971.65
Umuarama,-53.325,-23.76639,107319,Brazil,1444733258971.65
São Leopoldo,-51.14722,-29.76028,209229,Brazil,1444733258971.65
São João de Meriti,-43.37222,-22.80389,454849,Brazil,1444733258971.65
Santana de Parnaíba,-46.91778,-23.44417,98989,Brazil,1444733258971.65
Pará de Minas,-44.60833,-19.86028,75786,Brazil,1444733258971.65
Nova Friburgo,-42.53111,-22.28194,153361,Brazil,1444733258971.65
Lorena,-45.12472,-22.73083,76506,Brazil,1444733258971.65
Lençóis Paulista,-48.80028,-22.59861,57375,Brazil,1444733258971.65
Jaraguá do Sul,-49.06667,-26.48611,130130,Brazil,1444733258971.65
Francisco Beltrão,-53.055,-26.08111,57618,Brazil,1444733258971.65
Caçapava,-45.70694,-23.10083,72340,Brazil,1444733258971.65
Brasília,-47.92972,-15.77972,2207718,Brazil,1444733258971.65
Araraquara,-48.17556,-21.79444,168468,Brazil,1444733258971.65
Alagoinhas,-38.41917,-12.13556,122688,Brazil,1444733258971.65
Planaltina,-47.64874,-15.61791,189412,Brazil,1444733258971.65
Medicine Hat,-110.67661,50.03928,63138,Canada,1644037286481.26
Saskatoon,-106.66892,52.13238,198958,Canada,1644037286481.26
Trois-Rivières,-72.5477,46.34515,119693,Canada,1644037286481.26
Willowdale,-79.39909,43.76672,79440,Canada,1644037286481.26
Kasongo,26.66656,-4.42741,55118,Congo,49868970641.1062
Bangui,18.55496,4.36122,542393,Central African Republic,2303078337.57431
Augsburg,10.89851,48.37154,259196,Germany,3846413928653.71
Macon,-83.6324,32.84069,91351,United States,20936600000000.0
Savannah,-81.09983,32.08354,145674,United States,20936600000000.0
Lexington-Fayette,-84.45855,38.0498,314488,United States,20936600000000.0
Meads,-82.70905,38.41258,288649,United States,20936600000000.0
Florissant,-90.32261,38.78922,52268,United States,20936600000000.0
Gulfport,-89.09282,30.36742,71856,United States,20936600000000.0
Greensboro,-79.79198,36.07264,285342,United States,20936600000000.0
Abilene,-99.73314,32.44874,121721,United States,20936600000000.0
Beaumont,-94.10185,30.08605,118129,United States,20936600000000.0
Brownsville,-97.49748,25.90175,183887,United States,20936600000000.0
Plano,-96.69889,33.01984,283558,United States,20936600000000.0
Chicago,-87.65005,41.85003,2720546,United States,20936600000000.0
Joliet,-88.0834,41.52519,147861,United States,20936600000000.0
Schaumburg,-88.08341,42.03336,74693,United States,20936600000000.0
Waukegan,-87.84479,42.36363,88475,United States,20936600000000.0
Anderson,-85.68025,40.10532,55305,United States,20936600000000.0
Pontiac,-83.29105,42.63892,59917,United States,20936600000000.0
Shelby,-83.03298,42.67087,74099,United States,20936600000000.0
Troy,-83.14993,42.60559,83280,United States,20936600000000.0
Bellevue,-95.89084,41.13667,55510,United States,20936600000000.0
El Daein,26.12583,11.46186,264734,Sudan,26110829190.4008
Sollentuna,17.95093,59.42804,139606,Sweden,541063604339.715
Örebro,15.2066,59.27412,115765,Sweden,541063604339.715
Pikine,-17.39071,14.76457,874062,Senegal,24910904235.857
Kaolack,-16.07259,14.15197,172305,Senegal,24910904235.857
Dakar,-17.44406,14.6937,2476400,Senegal,24910904235.857
Laascaanood,47.35971,8.47738,60100,Somalia,4917607582.22895
Santa Ana,-89.55972,13.99417,176661,El Salvador,24638720000.0
Suphan Buri,100.12218,14.47418,53399,Thailand,501794961925.244
Phra Nakhon Si Ayutthaya,100.57739,14.35167,81962,Thailand,501794961925.244
Maha Sarakham,103.30067,16.18483,51584,Thailand,501794961925.244
Krathum Baen,100.25972,13.6533,72819,Thailand,501794961925.244
Muş,41.48482,38.73163,82536,Turkey,720101212394.114
Bandırma,27.97667,40.35222,107631,Turkey,720101212394.114
Büyükçekmece,28.58502,41.02072,163140,Turkey,720101212394.114
Zanzibar,39.19793,-6.16394,403658,Tanzania,62409748426.5824
Yalta,34.16624,44.50218,77003,Ukraine,155582008717.426
Oleksandriya,33.11761,48.67466,79289,Ukraine,155582008717.426
Kostiantynivka,37.7069,48.5277,91259,Ukraine,155582008717.426
Kolomyya,25.03712,48.52496,61269,Ukraine,155582008717.426
Fastiv,29.9177,50.0767,51143,Ukraine,155582008717.426
Kampala,32.58219,0.31628,1353189,Uganda,37372032557.5944
Jinja,33.20317,0.43902,93061,Uganda,37372032557.5944
Utica,-75.23266,43.1009,61100,United States,20936600000000.0
Toledo,-83.55521,41.66394,279789,United States,20936600000000.0
Kenosha,-87.82119,42.58474,99858,United States,20936600000000.0
Milwaukee,-87.90647,43.0389,600155,United States,20936600000000.0
Lake Havasu City,-114.32245,34.4839,53553,United States,20936600000000.0
Chinatown,-122.40858,37.7966,100574,United States,20936600000000.0
Encinitas,-117.29198,33.03699,62930,United States,20936600000000.0
Fremont,-121.98857,37.54827,232206,United States,20936600000000.0
Koreatown,-118.30091,34.05779,124281,United States,20936600000000.0
Modesto,-120.99688,37.6391,211266,United States,20936600000000.0
Palm Desert,-116.37697,33.72255,51869,United States,20936600000000.0
Vallejo,-122.25664,38.10409,121253,United States,20936600000000.0
Aurora,-104.83192,39.72943,359407,United States,20936600000000.0
Tirmiz,67.27833,37.22417,140385,Uzbekistan,57707189945.4214
Jizzax,67.82842,40.12341,152642,Uzbekistan,57707189945.4214
Villa Bruzual,-69.11968,9.33186,55244,Venezuela,0.0
San Joaquín,-67.79348,10.26061,69894,Venezuela,0.0
Rubio,-72.35569,7.70131,93197,Venezuela,0.0
Puerto Ayacucho,-67.58343,5.66049,125840,Venezuela,0.0
Cabudare,-69.26203,10.02658,102686,Venezuela,0.0
Thái Nguyên,105.84817,21.59422,249004,Vietnam,271158442059.082
Qui Nhon,109.22367,13.77648,210338,Vietnam,271158442059.082
Hạ Long,107.07336,20.95045,148066,Vietnam,271158442059.082
Brakpan,28.36938,-26.23656,305692,South Africa,301923639269.552
Bloemfontein,26.214,-29.12107,463064,South Africa,301923639269.552
Mongu,23.12741,-15.24835,52534,Zambia,19320053859.279
Norton,30.7,-17.88333,52054,Zimbabwe,16768513442.6415
Mutare,32.67086,-18.9707,184205,Zimbabwe,16768513442.6415
North Little Rock,-92.26709,34.76954,66504,United States,20936600000000.0
Washington,-77.03637,38.89511,601723,United States,20936600000000.0
Coral Gables,-80.26838,25.72149,51117,United States,20936600000000.0
Deerfield Beach,-80.09977,26.31841,79768,United States,20936600000000.0
Homestead,-80.47756,25.46872,80737,United States,20936600000000.0
Palm Coast,-81.20784,29.58497,82893,United States,20936600000000.0
Jackson Heights,-73.88541,40.75566,67067,United States,20936600000000.0
Shizuishan,106.3892,38.98082,472472,China,14722730697890.1
Santa Rosa de Cabal,-75.62139,4.86806,57928,Colombia,271346896626.418
Pardubice,15.77659,50.04075,88741,Czech Republic,245349489988.26
Olomouc,17.25175,49.59552,101268,Czech Republic,245349489988.26
Hameln,9.35623,52.10397,58666,Germany,3846413928653.71
